"Prebivalstvo - izbrani kazalniki, obèine in naselja, Slovenija, letno"

"OBÈINA/NASELJE"	"2024 Prebivalstvo - SKUPAJ"
"110113 Žurkov Dol"	192
"110114 Hinje"	47
"110115 Kamenško"	18
"110116 Hinjce"	32
"110117 Brezje"	12
"110118 Križišèe"	41
"110119 Marendol"	25
"111 SEŽANA"	13839
"111001 Avber"	99
"111002 Bogo"	8
"111003 Brestovica pri Povirju"	52
"111004 Brje pri Koprivi"	32
"111005 Dane pri Sežani"	424
"111006 Dobravlje"	96
"111007 Dol pri Vogljah"	112
"111008 Dolenje"	21
"111009 Dutovlje"	719
"111010 Filipèje Brdo"	34
"111011 Godnje"	95
"111012 Gorenje pri Divaèi"	123
"111013 Gradišèe pri Štjaku"	1
"111014 Gradnje"	11
"111015 Grahovo Brdo"	34
"111016 Griže"	53
"111017 Hribi"	6
"111018 Jakovce"	28
"111019 Kazlje"	171
"111020 Kopriva"	171
"111021 Kosovelje"	41
"111022 Krajna vas"	117
"111023 Kregolišèe"	12
"111024 Kreplje"	141
"111025 Križ"	670
"111026 Krtinovica"	5
"111027 Lipica"	48
"111028 Lokev"	844
"111029 Mahnièi"	10
"111030 Majcni"	75
"111031 Merèe"	113
"111032 Nova vas"	2
"111033 Orlek"	202
"111034 Plešivica"	81
"111035 Pliskovica"	212
"111036 Podbreže"	42
"111037 Poljane pri Štjaku"	4
"111038 Ponikve"	133
"111039 Povir"	359
"111040 Prelože pri Lokvi"	92
"111041 Pristava"	1
"111042 Raša"	7
"111043 Ravnje"	49
"111044 Razguri"	40
"111045 Sela"	48
"111046 Selo"	12
"111047 Senadolice"	27
"111048 Sežana"	6146
"111049 Skopo"	204
"111050 Stomaž"	37
"111051 Šepulje"	125
"111052 Šmarje pri Sežani"	312
"111053 Štjak"	71
"111054 Štorje"	339
"111055 Tabor"	10
"111056 Tomaj"	331
"111057 Tublje pri Komnu"	38
"111058 Utovlje"	37
"111059 Veliki Dol"	117
"111060 Veliko Polje"	58
"111061 Voglje"	77
"111062 Vrabèe"	59
"111063 Vrhovlje"	105
"111064 Žirje"	96
"112 SLOVENJ GRADEC"	17062
"112001 Brda"	290
"112002 Gmajna"	453
"112003 Golavabuka"	183
"112004 Gradišèe"	319
"112005 Graška Gora"	115
"112006 Legen"	1133
"112007 Mislinjska Dobrava"	764
"112008 Pameèe"	1276
"112009 Podgorje"	1002
"112010 Raduše"	223
"112011 Sele"	252
"112012 Slovenj Gradec"	7651
"112013 Spodnji Razbor"	190
"112014 Stari trg"	681
"112015 Šmartno pri Slovenj Gradcu"	1274
"112016 Šmiklavž"	141
"112017 Tomaška vas"	132
"112018 Troblje"	338
"112019 Turiška vas"	137
"112020 Vodriž"	91
"112021 Vrhe"	300
"112022 Zgornji Razbor"	117
"113 SLOVENSKA BISTRICA"	26129
"113001 Bojtina"	81
"113005 Brezje pri Slov. Bistrici"	24
"113006 Bukovec"	401
"113007 Cezlak"	55
"113008 Cigonca"	222
"113011 Èrešnjevec"	551
"113012 Devina"	278
"113016 Dolgi Vrh"	92
"113017 Drumlažno"	24
"113018 Farovec"	49
"113019 Fošt"	71
"113020 Frajhajm"	133
"113021 Gabernik"	634
"113022 Gaj"	620
"113023 Gladomes"	424
"113026 Hošnica"	197
"113029 Ješovec"	21
"113030 Jurišna vas"	73
"113031 Kalše"	147
"113032 Kebelj"	132
"113033 Klopce"	172
"113034 Koèno ob Ložnici"	154
"113035 Koèno pri Polskavi"	93
"113037 Korplje"	34
"113038 Kostanjevec"	284
"113039 Kot na Pohorju"	165
"113040 Kovaèa vas"	569
"113044 Križni Vrh"	264
"113046 Laporje"	459
"113047 Leskovec"	641
"113048 Leviè"	109
"113050 Lokanja vas"	111
"113053 Lukanja"	6
"113057 Malo Tinje"	81
"113060 Modriè"	128
"113062 Nadgrad"	60
"113064 Ogljenšak"	194
"113067 Ošelj"	70
"113069 Planina pod Šumikom"	86
"113072 Podgrad na Pohorju"	76
"113073 Pokoše"	215
"113075 Pragersko"	1149
"113076 Preloge"	164
"113077 Prepuž"	138
"113078 Pretrež"	183
"113081 Razgor pri Žabljeku"	86
"113082 Rep"	43
"113083 Ritoznoj"	211
"113085 Sele pri Polskavi"	183
"113086 Sevec"	53
"113087 Slovenska Bistrica"	8292
"113088 Smreèno"	86
"113090 Spodnja Ložnica"	169
"113091 Spodnja Nova vas"	221
"113092 Spodnja Polskava"	909
"113094 Spodnje Prebukovje"	123
"113097 Stari log"	263
"113103 Šentovec"	91
"113104 Šmartno na Pohorju"	183
"113106 Tinjska Gora"	274
"113107 Trnovec pri Slovenski Bistrici"	78
"113108 Turiška vas na Pohorju"	72
"113110 Urh"	60
"113112 Veliko Tinje"	150
"113113 Videž"	136
"113114 Vinarje"	254
"113115 Visole"	573
"113116 Vrhloga"	262
"113117 Vrhole pri Laporju"	167
"113118 Vrhole pri Slov. Konjicah"	379
"113119 Zgornja Bistrica"	613
"113120 Zgornja Brežnica"	56
"113121 Zgornja Ložnica"	370
"113122 Zgornja Nova vas"	78
"113123 Zgornja Polskava"	1361
"113126 Zgornje Prebukovje"	157
"113129 Žabljek"	165
"113130 Nova Gora nad Slov. Bistrico"	140
"113131 Radkovec"	37
"114 SLOVENSKE KONJICE"	15485
"114001 Bezina"	601
"114002 Blato"	129
"114003 Brdo"	102
"114004 Breg pri Konjicah"	163
"114005 Brezje pri Loèah"	113
"114006 Dobrava pri Konjicah"	80
"114007 Dobrnež"	116
"114008 Draža vas"	505
"114009 Gabrovlje"	68
"114010 Gabrovnik"	231
"114011 Sveti Jernej"	186
"114012 Kamna Gora"	106
"114013 Klokoèovnik"	214
"114014 Koble"	133
"114015 Kolaèno"	35
"114016 Konjiška vas"	227
"114017 Kraberk"	63
"114018 Spodnji Jernej"	23
"114019 Lièenca"	188
"114020 Lipoglav"	267
"114021 Loèe"	691
"114022 Mali Breg"	53
"114023 Mlaèe"	241
"114024 Nova vas pri Konjicah"	82
"114025 Novo Tepanje"	69
"114026 Ostrožno pri Loèah"	11
"114027 Penoje"	37
"114028 Perovec"	32
"114029 Petelinjek pri Loèah"	40
"114030 Podob"	15
"114031 Podpeè ob Dravinji"	55
"114032 Polene"	237
"114033 Preloge pri Konjicah"	146
"114034 Prežigal"	20
"114035 Selski Vrh"	82
"114036 Slovenske Konjice"	5233
"114037 Sojek"	105
"114038 Spodnja Pristava"	34
"114039 Spodnje Grušovje"	188
"114040 Spodnje Laže"	135
"114041 Spodnje Preloge"	489
"114042 Stare Slemene"	104
"114043 Strtenik"	60
"114044 Suhadol"	52
"114045 Škalce"	487
"114046 Škedenj"	86
"114047 Špitaliè pri Slov. Konjicah"	3
"114048 Tepanje"	559
"114049 Tepanjski Vrh"	154
"114050 Tolsti Vrh"	94
"114051 Vešenik"	502
"114052 Zbelovo"	241
"114053 Zbelovska Gora"	338
"114054 Zeèe"	277
"114055 Zgornja Pristava"	180
"114056 Zgornje Laže"	131
"114057 Žièe"	631
"114058 Štajerska vas"	41
"115 STARŠE"	4148
"115001 Brunšvik"	441
"115002 Loka"	321
"115003 Marjeta na Dravskem polju"	461
"115004 Prepolje"	515
"115005 Rošnja"	426
"115006 Starše"	769
"115007 Trnièe"	456
"115008 Zlatolièje"	759
"116 SVETI JURIJ OB ŠÈAVNICI"	2790
"116001 Biserjane"	74
"116002 Blaguš"	56
"116003 Bolehneèici"	114
"116004 Brezje"	32
"116005 Èakova"	79
"116006 Dragotinci"	119
"116007 Gabrc"	21
"116008 Galušak"	59
"116009 Grabonoš"	204
"116010 Grabšinci"	69
"116011 Jamna"	122
"116012 Koèki Vrh"	39
"116013 Kokolajnšèak"	75
"116014 Kraljevci"	153
"116015 Kupetinci"	64
"116016 Kutinci"	41
"116017 Mali Moravšèak"	20
"116018 Rožièki Vrh"	250
"116019 Selišèi"	96
"116020 Slaptinci"	106
"116021 Sovjak"	310
"116022 Stanetinci"	108
"116023 Stara Gora"	83
"116024 Terbegovci"	128
"116025 Sveti Jurij ob Šèavnici"	192
"116026 Ženik"	101
"116027 Žihlava"	75
"117 ŠENÈUR"	8786
"117001 Hotemaže"	479
"117003 Luže"	332
"117004 Milje"	458
"117005 Olševek"	383
"117006 Prebaèevo"	500
"117007 Srednja vas pri Šenèurju"	619
"117008 Šenèur"	3245
"117009 Trboje"	664
"117010 Visoko"	904
"117011 Voglje"	639
"117012 Voklo"	484
"117013 Žerjavka"	79
"118 ŠENTILJ"	8475
"118001 Ceršak"	662
"118002 Cirknica"	109
"118003 Zgornji Dražen Vrh"	118
"118004 Jurjevski Dol"	54
"118005 Kaniža"	225
"118006 Kozjak pri Ceršaku"	140
"118007 Kresnica"	128
"118008 Plodršnica"	105
"118009 Selnica ob Muri"	1018
"118010 Sladki Vrh"	672
"118011 Spodnja Velka"	449
"118012 Srebotje"	113
"118013 Stara Gora pri Šentilju"	87
"118014 Sveèane"	181
"118015 Šentilj v Slov. goricah"	2317
"118016 Šomat"	170
"118017 Štrihovec"	289
"118018 Trate"	256
"118019 Vranji Vrh"	427
"118020 Zgornja Velka"	763
"118021 Zgornje Dobrenje"	83
"118022 Zgornje Gradišèe"	109
"119 ŠENTJERNEJ"	7418
"119001 Apnenik"	35
"119002 Breška vas"	16
"119003 Brezje pri Šentjerneju"	63
"119004 Cerov Log"	234
"119005 Èadraže"	90
"119006 Èisti Breg"	27
"119007 Dobravica"	195
"119008 Dolenja Brezovica"	156
"119009 Dolenja Stara vas"	153
"119010 Dolenje Gradišèe pri Šentj."	120
"119011 Dolenje Mokro Polje"	157
"119012 Dolenje Vrhpolje"	178
"119013 Dolenji Maharovec"	146
"119014 Drama"	105
"119015 Drèa"	34
"119016 Gorenja Brezovica"	208
"119017 Gorenja Gomila"	107
"119018 Gorenja Stara vas"	98
"119019 Gorenje Gradišèe pri Šentj."	108
"119020 Gorenje Mokro Polje"	53
"119021 Gorenje Vrhpolje"	402
"119022 Gorenji Maharovec"	90
"119023 Groblje pri Prekopi"	198
"119024 Gruèa"	78
"119025 Hrastje"	115
"119026 Hrvaški Brod"	62
"119027 Imenje"	20
"119028 Javorovica"	28
"119029 Ledeèa vas"	104
"119030 Loka"	101
"119031 Mali Ban"	26
"119032 Mihovica"	204
"119033 Mihovo"	126
"119034 Mršeèa vas"	31
"119035 Orehovica"	224
"119036 Ostrog"	182
"119037 Polhovica"	59
"119038 Prapreèe pri Šentjerneju"	72
"119039 Pristava pri Šentjerneju"	49
"119040 Pristavica"	25
"119041 Rakovnik"	14
"119042 Razdrto"	38
"119043 Roje"	105
"119044 Sela pri Šentjerneju"	103
"119045 Šentjakob"	37
"119046 Šentjernej"	1485
"119047 Šmalèja vas"	181
"119048 Šmarje"	126
"119049 Tolsti Vrh"	153
"119050 Veliki Ban"	74
"119051 Volèkova vas"	81
"119052 Vratno"	74
"119053 Vrbovce"	72
"119054 Vrh pri Šentjerneju"	180
"119055 Zameško"	93
"119056 Zapuže"	64
"119057 Žerjavin"	4
"119058 Žvabovo"	55
"120 ŠENTJUR"	19579
"120001 Bezovje pri Šentjurju"	119
"120002 Bobovo pri Ponikvi"	62
"120003 Boletina"	182
"120004 Botriènica"	181
"120005 Brdo"	66
"120006 Brezje ob Slomu"	73
"120008 Bukovje pri Slivnici"	144
"120009 Cerovec"	175
"120010 Èrnolica"	38
"120011 Dobje pri Lesiènem"	81
"120013 Dobovec pri Ponikvi"	82
"120014 Dobrina"	174
"120015 Dole"	161
"120016 Dolga Gora"	279
"120017 Doropolje"	175
"120018 Dramlje"	425
"120019 Drobinsko"	59
"120020 Golobinjek pri Planini"	44
"120022 Gorica pri Slivnici"	527
"120023 Gorièica"	224
"120024 Grobelno - del"	204
"120025 Grušce"	96
"120026 Hotunje"	304
"120027 Hrastje"	130
"120028 Hruševec"	32
"120029 Hrušovje"	20
"120030 Jakob pri Šentjurju"	154
"120031 Jarmovec"	101
"120032 Javorje"	193
"120033 Jazbin Vrh"	39
"120034 Jazbine"	50
"120035 Jelce"	99
"120037 Kalobje"	73
"120038 Kameno"	162
"120039 Kostrivnica"	197
"120040 Košnica"	126
"120041 Krajnèica"	248
"120042 Krivica"	162
"120043 Laze pri Dramljah"	171
"120045 Loka pri Žusmu"	372
"120046 Lokarje"	119
"120047 Loke pri Planini"	109
"120048 Lopaca"	121
"120049 Lutrje"	187
"120050 Marija Dobje"	193
"120051 Okrog"	106
"120052 Osredek"	78
"120053 Ostrožno pri Ponikvi - del"	125
"120054 Paridol"	120
"120055 Planina pri Sevnici"	378
"120056 Planinca"	48
"120057 Planinska vas"	90
"120058 Planinski Vrh"	45
"120059 Pletovarje"	163
"120060 Podgaj"	87
"120061 Podgrad"	235
"120062 Podlešje"	64
"120063 Podlog pod Bohorjem"	75
"120064 Podpeè nad Marofom"	29
"120065 Podpeè pri Šentvidu"	63
"120066 Podvine"	81
"120067 Ponikva"	462
"120068 Ponkvica"	35
"120069 Prapretno"	75
"120071 Primož pri Šentjurju"	277
"120072 Proseniško"	623
"120073 Rakitovec"	49
"120075 Razbor"	199
"120076 Repno"	74
"120078 Rifnik"	173
"120079 Sele"	34
"120081 Slatina pri Ponikvi"	139
"120082 Slivnica pri Celju"	103
"120083 Sotensko pod Kalobjem"	26
"120084 Spodnje Slemene"	19
"120085 Srževica"	113
"120086 Stopèe"	256
"120087 Straška Gorca"	87
"120088 Straža na Gori"	113
"120090 Svetelka"	225
"120091 Šedina"	101
"120092 Šentjur"	5007
"120093 Šentvid pri Planini"	121
"120094 Šibenik"	123
"120096 Tajhte"	56
"120097 Tratna ob Voglajni"	17
"120098 Tratna pri Grobelnem"	263
"120099 Trno"	38
"120100 Trnovec pri Dramljah"	152
"120101 Trška Gorca"	48
"120102 Turno"	101
"120103 Uniše"	43
"120105 Vejice"	15
"120106 Vezovje"	60
"120107 Visoèe"	65
"120108 Vodice pri Kalobju"	67
"120109 Vodice pri Slivnici"	20
"120110 Vodruž"	249
"120111 Voduce"	170
"120112 Vodule"	132
"120113 Voglajna"	31
"120114 Vrbno"	392
"120115 Zagaj pri Ponikvi"	116
"120116 Zalog pod Uršulo"	51
"120118 Zgornje Selce"	99
"120119 Zgornje Slemene"	15
"120120 Zlateèe pri Šentjurju"	99
"120121 Žegar"	126
"121 ŠKOCJAN"	3478
"121001 Buèka"	142
"121002 Èuèja Mlaka"	25
"121003 Dobrava pri Škocjanu"	229
"121004 Dobruška vas"	361
"121005 Dolenje Dole"	84
"121006 Dolenje Radulje"	83
"121007 Dolnja Stara vas"	153
"121008 Dule"	51
"121009 Gabrnik"	14
"121010 Gorenje Dole"	58
"121011 Gorenje Radulje"	83
"121012 Goriška Gora"	11
"121013 Goriška vas pri Škocjanu"	68
"121014 Gornja Stara vas"	17
"121015 Grmovlje"	133
"121016 Hrastulje"	207
"121017 Hudenje"	69
"121018 Jarèji Vrh"	42
"121019 Jelendol"	40
"121020 Jerman Vrh"	76
"121021 Klenovik"	133
"121022 Maèkovec pri Škocjanu"	28
"121023 Male Poljane"	40
"121024 Moèvirje"	37
"121025 Ruhna vas"	21
"121026 Segonje"	33
"121027 Stara Buèka"	103
"121028 Stopno"	38
"121029 Stranje pri Škocjanu"	58
"121030 Škocjan"	248
"121031 Štrit"	91
"121032 Tomažja vas"	142
"121033 Velike Poljane"	81
"121034 Zaboršt"	44
"121035 Zagrad"	83
"121036 Zalog pri Škocjanu"	68
"121037 Zavinek"	63
"121038 Zloganje"	143
"121039 Osreèje"	78
"122 ŠKOFJA LOKA"	23901
"122001 Sv. Andrej"	156
"122002 Binkelj"	177
"122003 Bodovlje"	185
"122004 Breznica pod Lubnikom"	49
"122005 Brode"	221
"122007 Bukovica"	196
"122008 Bukovšèica"	149
"122009 Crngrob"	42
"122010 Dorfarje"	232
"122011 Draga"	137
"122012 Sveti Florijan nad Škofjo Loko"	34
"122013 Forme"	171
"122014 Gabrk"	107
"122015 Gabrovo"	33
"122016 Gabrška Gora"	79
"122017 Godešiè"	691
"122018 Gorenja vas - Reteèe"	411
"122019 Gosteèe"	81
"122020 Grenc"	206
"122021 Hosta"	119
"122022 Knape"	87
"122023 Kovski Vrh"	25
"122024 Križna Gora"	116
"122026 Lipica"	39
"122027 Log nad Škofjo Loko"	243
"122028 Moškrin"	24
"122029 Na Logu"	161
"122030 Sv. Ožbolt"	71
"122031 Papirnica"	100
"122032 Pevno"	90
"122033 Podpulfrca"	39
"122034 Pozirno"	27
"122035 Praprotno"	123
"122036 Pungert"	161
"122037 Puštal"	709
"122038 Reteèe"	730
"122039 Rovte v Selški Dolini"	59
"122040 Sopotnica"	70
"122041 Spodnja Luša"	184
"122042 Staniše"	8
"122043 Stara Loka"	788
"122044 Stirpnik"	94
"122045 Strmica"	65
"122046 Suha"	162
"122047 Sv. Duh"	1170
"122048 Sv. Barbara"	170
"122049 Sv. Petra Hrib"	39
"122050 Ševlje"	231
"122051 Škofja Loka"	11887
"122052 Sv. Tomaž"	54
"122053 Trata"	231
"122054 Trnje"	93
"122055 Valterski Vrh"	13
"122056 Vešter"	278
"122057 Vincarje"	162
"122058 Virlog"	98
"122059 Virmaše"	883
"122060 Visoko pri Poljanah"	19
"122061 Zgornja Luša"	126
"122062 Zminec"	619
"122063 Bukov Vrh nad Visokim"	43
"122064 Sv. Lenart"	134
"123 ŠKOFLJICA"	12017
"123001 Dole pri Škofljici"	70
"123002 Drenik"	64
"123003 Glinek"	157
"123004 Gorenje Blato"	315
"123005 Gradišèe"	1013
"123006 Gumnišèe"	220
"123007 Klada"	59
"123008 Lanišèe"	259
"123009 Lavrica"	3530
"123010 Orle"	270
"123011 Pijava Gorica"	844
"123012 Pleše"	44
"123013 Reber pri Škofljici"	120
"123014 Smrjene"	933
"123015 Škofljica"	3074
"123016 Vrh nad Želimljami"	424
"123017 Zalog pri Škofljici"	148
"123018 Želimlje"	473
"124 ŠMARJE PRI JELŠAH"	10573
"124001 Babna Brda"	164
"124002 Babna Gora"	133
"124003 Babna Reka"	92
"124004 Beli Potok pri Lembergu"	45
"124005 Belo"	118
"124006 Bezgovica"	30
"124007 Bobovo pri Šmarju"	122
"124008 Bodrež"	206
"124009 Bodrišna vas"	134
"124010 Brecljevo"	181
"124011 Brezje pri Lekmarju"	52
"124012 Bukovje v Babni Gori"	92
"124013 Cerovec pri Šmarju"	128
"124014 Dol pri Pristavi"	46
"124015 Dol pri Šmarju"	65
"124016 Dragomilo"	43
"124017 Dvor"	190
"124018 Gaj"	66
"124019 Globoko pri Šmarju"	85
"124020 Gornja vas"	152
"124021 Grlièe"	240
"124022 Grobelce"	171
"124023 Grobelno - del"	295
"124024 Hajnsko"	156
"124025 Jazbina"	26
"124026 Jerovska vas"	48
"124027 Ješovec pri Šmarju"	62
"124028 Kamenik"	75
"124029 Konuško"	35
"124030 Koretno"	81
"124031 Korpule"	103
"124032 Kristan vrh"	427
"124033 Krtince"	120
"124034 Laše"	114
"124035 Lekmarje"	57
"124036 Lemberg pri Šmarju"	119
"124037 Lipovec"	32
"124038 Mala Pristava"	81
"124039 Mestinje"	310
"124040 Moèle"	113
"124041 Nova vas pri Šmarju"	82
"124042 Orehovec"	48
"124043 Peèica"	111
"124044 Pijovci"	137
"124045 Platinovec"	98
"124046 Polžanska Gorca"	97
"124047 Polžanska vas"	75
"124048 Predel"	108
"124049 Predenca"	163
"124050 Preloge pri Šmarju"	117
"124051 Pustike"	88
"124052 Rakovec"	62
"124053 Senovica"	142
"124054 Sladka Gora"	100
"124055 Sotensko pri Šmarju"	129
"124056 Spodnja Ponkvica"	99
"124057 Spodnje Mestinje"	46
"124058 Spodnje Selce"	63
"124059 Spodnje Tinsko"	66
"124060 Stranje"	162
"124061 Strtenica"	110
"124062 Sveti Štefan"	132
"124063 Šentvid pri Grobelnem"	239
"124064 Šerovo"	111
"124065 Škofija"	132
"124066 Šmarje pri Jelšah"	1975
"124067 Topolovec"	22
"124068 Vinski Vrh pri Šmarju"	83
"124069 Vodenovo"	80
"124070 Vrh"	169
"124071 Vršna vas"	118
"124072 Zadrže"	58
"124073 Zastranje"	18
"124074 Završe pri Grobelnem"	130
"124075 Zgornje Tinsko"	155
"124076 Zibika"	178
"124077 Zibiška vas"	61
"125 ŠMARTNO OB PAKI"	3379
"125001 Gavce"	396
"125002 Gorenje"	203
"125003 Mali Vrh"	394
"125004 Paška vas"	216
"125005 Podgora"	175
"125006 Reèica ob Paki"	487
"125007 Skorno"	260
"125008 Slatina"	303
"125009 Šmartno ob Paki"	643
"125010 Veliki Vrh"	302
"126 ŠOŠTANJ"	9132
"126001 Bele Vode"	265
"126002 Družmirje"	0
"126003 Florjan"	847
"126004 Gaberke"	690
"126005 Lokovica"	946
"126006 Ravne"	1126
"126007 Skorno pri Šoštanju"	352
"126008 Šentvid pri Zavodnju"	53
"126009 Šoštanj"	3052
"126010 Topolšica"	1523
"126011 Zavodnje"	278
"127 ŠTORE"	4452
"127001 Draga"	128
"127002 Javornik"	164
"127003 Kanjuce"	78
"127004 Kompole"	519
"127005 Laška vas pri Štorah"	209
"127006 Ogorevc"	89
"127007 Peèovje"	258
"127008 Prožinska vas"	513
"127009 Svetina"	106
"127010 Svetli Dol"	63
"127011 Šentjanž nad Štorami"	208
"127012 Štore"	2117
"128 TOLMIN"	10838
"128001 Baèa pri Modreju"	128
"128002 Baèa pri Podbrdu"	20
"128003 Bukovski Vrh"	20
"128004 Èadrg"	52
"128005 Èiginj"	183
"128006 Daber"	21
"128007 Dolenja Trebuša"	269
"128008 Dolgi Laz"	18
"128009 Dolje"	132
"128010 Droboènik"	32
"128011 Gabrje"	99
"128012 Gorenja Trebuša"	105
"128013 Gorenji Log"	54
"128014 Gorski Vrh"	15
"128015 Grahovo ob Baèi"	113
"128016 Grant"	16
"128017 Grudnica"	7
"128018 Hudajužna"	70
"128019 Idrija pri Baèi"	297
"128020 Kal"	4
"128021 Kamno"	224
"128022 Kanalski Lom"	75
"128023 Klavže"	67
"128024 Kneške Ravne"	5
"128025 Kneža"	193
"128026 Koritnica"	127
"128027 Kozaršèe"	90
"128028 Kozmerice"	21
"128029 Kuk"	21
"128030 Lisec"	0
"128031 Ljubinj"	116
"128032 Logaršèe"	61
"128033 Loje"	9
"128034 Modrej"	296
"128035 Modrejce"	104
"128036 Most na Soèi"	412
"128037 Obloke"	18
"128038 Peèine"	142
"128039 Petrovo Brdo"	99
"128040 Podbrdo"	549
"128041 Podmelec"	84
"128042 Polje"	37
"128043 Poljubinj"	461
"128044 Ponikve"	186
"128045 Porezen"	7
"128046 Postaja"	110
"128047 Prapetno"	135
"128048 Prapetno Brdo"	113
"128049 Roèe"	62
"128050 Rut"	40
"128051 Sela nad Podmelcem"	6
"128052 Sela pri Volèah"	87
"128053 Selce"	8
"128054 Selišèe"	27
"128055 Slap ob Idrijci"	226
"128056 Stopnik"	86
"128057 Stržišèe"	32
"128058 Šentviška Gora"	84
"128059 Temljine"	39
"128060 Tolmin"	3196
"128061 Tolminske Ravne"	4
"128062 Tolminski Lom"	86
"128063 Trtnik"	19
"128064 Volarje"	249
"128065 Volèanski Ruti"	10
"128066 Volèe"	568
"128067 Zadlaz-Èadrg"	24
"128068 Zadlaz-Žabèe"	25
"128069 Zakraj"	31
"128070 Zatolmin"	345
"128071 Znojile"	9
"128072 Žabèe"	158
"129 TRBOVLJE"	16000
"129001 Èebine"	20
"129002 Èeèe - del"	180
"129003 Dobovec"	197
"129004 Gabrsko"	333
"129005 Kljuèevica"	22
"129006 Knezdol"	234
"129007 Ojstro"	167
"129008 Ostenk"	218
"129009 Sveta Planina"	108
"129010 Planinska vas"	65
"129011 Prapreèe - del"	158
"129012 Prapretno pri Hrastniku - del"	-
"129013 Škofja Riža"	110
"129014 Trbovlje"	13742
"129015 Vrhe - del"	26
"129016 Završje"	40
"129017 Župa"	94
"129018 Retje nad Trbovljami"	39
"129019 Klek"	247
"130 TREBNJE"	13574
"130001 Arèelca"	17
"130002 Artmanja vas"	31
"130003 Babna Gora"	18
"130005 Belšinja vas"	42
"130006 Beneèija"	28
"130007 Biè"	99
"130010 Blato"	85
"130012 Breza"	122
"130019 Cesta"	74
"130022 Èatež"	112
"130023 Èešnjevek"	137
"130028 Deèja vas"	90
"130029 Dobrava"	84
"130030 Dobravica pri Vel. Gabru"	29
"130031 Dobrniè"	107
"130032 Dol pri Trebnjem"	102
"130033 Dolenja Dobrava"	76
"130034 Dolenja Nemška vas"	265
"130035 Dolenja vas pri Èatežu"	67
"130037 Dolenje Kamenje pri Dobrnièu"	9
"130039 Dolenje Medvedje selo"	55
"130040 Dolenje Ponikve"	218
"130041 Dolenje Selce"	51
"130043 Dolenji Podboršt pri Treb."	63
"130044 Dolenji Podšumberk"	30
"130045 Dolenji Vrh"	39
"130046 Dolga Njiva pri Šentlovren."	79
"130047 Dolnje Prapreèe"	58
"130051 Goljek"	71
"130052 Gombišèe"	46
"130054 Gorenja Dobrava"	30
"130055 Gorenja Nemška vas"	98
"130056 Gorenja vas"	17
"130057 Gorenja vas pri Èatežu"	39
"130061 Gorenje Kamenje pri Dobrnièu"	52
"130063 Gorenje Medvedje selo"	44
"130064 Gorenje Ponikve"	119
"130065 Gorenje Selce"	45
"130068 Gorenji Podboršt pri V. Loki"	16
"130069 Gorenji Podšumberk"	21
"130070 Gorenji vrh pri Dobrnièu"	58
"130071 Gornje Prapreèe"	21
"130072 Gradišèe pri Trebnjem"	125
"130073 Griè pri Trebnjem"	13
"130074 Grm"	152
"130075 Grmada"	37
"130079 Hudeje"	75
"130080 Iglenik pri Veliki Loki"	70
"130082 Jezero"	152
"130083 Kamni Potok"	88
"130085 Knežja vas"	85
"130086 Korenitka"	40
"130087 Korita"	69
"130088 Kriška Reber"	49
"130089 Križ"	16
"130091 Krtina"	25
"130092 Krušni Vrh"	26
"130093 Kukenberk"	39
"130094 Lipnik"	68
"130095 Lisec"	95
"130097 Log pri Žužemberku"	17
"130098 Lokve pri Dobrnièu"	28
"130099 Lukovek"	112
"130100 Luža"	55
"130101 Maèji Dol"	78
"130102 Maèkovec"	27
"130103 Mala Loka"	50
"130104 Mala Ševnica"	17
"130105 Male Dole pri Stehanji vasi"	44
"130107 Mali Gaber"	87
"130108 Mali Videm"	40
"130110 Martinja vas"	98
"130112 Medvedjek"	101
"130113 Meglenik"	25
"130120 Mrzla Luža"	34
"130121 Muhabran"	14
"130122 Obèine"	43
"130123 Odrga"	74
"130125 Orlaka"	30
"130128 Pekel"	79
"130129 Pluska"	45
"130130 Podlisec"	22
"130132 Potok"	15
"130135 Preska pri Dobrnièu"	71
"130136 Primštal"	27
"130137 Pristavica pri Vel. Gabru"	111
"130140 Raèje selo"	95
"130145 Razbore"	66
"130146 Rdeèi Kal"	91
"130147 Repèe"	106
"130148 Replje"	40
"130149 Reva"	20
"130151 Rihpovec"	116
"130152 Rodine pri Trebnjem"	91
"130153 Roje pri Èatežu"	64
"130156 Roženpelj"	46
"130157 Rožni Vrh"	71
"130159 Sejenice"	26
"130160 Sela pri Šumberku"	158
"130168 Stehanja vas"	59
"130169 Stranje pri Dobrnièu"	25
"130170 Stranje pri Velikem Gabru"	44
"130172 Studenec"	194
"130174 Svetinja"	52
"130175 Šahovec"	62
"130176 Šentlovrenc"	139
"130179 Škovec"	104
"130182 Šmaver"	141
"130184 Štefan pri Trebnjem"	211
"130186 Trebanjski Vrh"	60
"130188 Trebnje"	3938
"130189 Trnje"	38
"130191 Vavpèa vas pri Dobrnièu"	48
"130192 Velika Loka"	242
"130194 Velika Ševnica"	61
"130195 Velike Dole"	57
"130196 Veliki Gaber"	394
"130197 Veliki Videm"	78
"130199 Volèja Jama"	17
"130201 Vrbovec"	121
"130204 Vrhovo pri Šentlovrencu"	48
"130205 Vrhtrebnje"	74
"130206 Vrtaèe"	19
"130210 Zagorica pri Èatežu"	32
